crashSeverity,crashYear,region,weatherA,roadSurface,light,trafficControl,urban
Non-Injury Crash,2016,Canterbury Region,Fine,Sealed,Bright sun,Give way,Urban
Non-Injury Crash,2017,Auckland Region,Fine,Sealed,Dark,Give way,Urban
Non-Injury Crash,2002,Canterbury Region,Fine,Sealed,Dark,Unknown,Urban
Non-Injury Crash,2002,Auckland Region,Fine,Sealed,Bright sun,Stop,Urban
Non-Injury Crash,2005,Auckland Region,Light rain,Sealed,Overcast,Nil,Open
Non-Injury Crash,2009,Auckland Region,Fine,Sealed,Bright sun,Give way,Open
Serious Crash,2015,Bay of Plenty Region,Fine,Sealed,Dark,Nil,Open
Minor Crash,2014,Waikato Region,Fine,Unsealed,Dark,Give way,Open
Non-Injury Crash,2001,Auckland Region,Light rain,Sealed,Dark,Traffic Signals,Urban
Minor Crash,2019,Manawatū-Whanganui Region,Fine,Sealed,Bright sun,Give way,Urban
Minor Crash,2025,Canterbury Region,Fine,Sealed,Overcast,Nil,Urban
Non-Injury Crash,2007,Otago Region,Light rain,Sealed,Dark,Give way,Urban
Non-Injury Crash,2009,Marlborough Region,Fine,Sealed,Overcast,Give way,Urban
Non-Injury Crash,2009,Auckland Region,Fine,Sealed,Dark,Nil,Urban
Non-Injury Crash,2010,Auckland Region,Fine,Sealed,Overcast,Nil,Urban
Non-Injury Crash,2002,Canterbury Region,Fine,Sealed,Bright sun,Give way,Urban
Minor Crash,2011,Bay of Plenty Region,Fine,Sealed,Bright sun,Unknown,Urban
Non-Injury Crash,2016,Auckland Region,Fine,Sealed,Bright sun,Give way,Urban
Serious Crash,2025,Auckland Region,Fine,Sealed,Bright sun,Give way,Urban
Non-Injury Crash,2001,Southland Region,Heavy rain,Sealed,Overcast,Unknown,Urban
Serious Crash,2022,Auckland Region,Fine,Sealed,Dark,Nil,Urban
Minor Crash,2020,Waikato Region,Fine,Sealed,Overcast,Nil,Urban
Non-Injury Crash,2006,Auckland Region,Fine,Sealed,Dark,Nil,Urban
Minor Crash,2020,Northland Region,Fine,Sealed,Bright sun,Unknown,Open
Serious Crash,2012,Otago Region,Fine,Sealed,Dark,Unknown,Open
Serious Crash,2008,Canterbury Region,Fine,Sealed,Bright sun,Unknown,Open
Minor Crash,2004,Northland Region,Fine,Sealed,Overcast,Give way,Open
Minor Crash,2009,Wellington Region,Light rain,Sealed,Overcast,Nil,Urban
Non-Injury Crash,2019,Auckland Region,Fine,Sealed,Dark,Traffic Signals,Urban
Non-Injury Crash,2008,Waikato Region,Fine,Sealed,Twilight,Unknown,Open
Minor Crash,2022,Canterbury Region,Fine,Sealed,Bright sun,Nil,Urban
Minor Crash,2010,Manawatū-Whanganui Region,Fine,Unsealed,Dark,Nil,Open
Non-Injury Crash,2016,Waikato Region,Fine,Sealed,Bright sun,Unknown,Urban
Minor Crash,2012,Manawatū-Whanganui Region,Fine,Sealed,Bright sun,Give way,Urban
Non-Injury Crash,2009,Gisborne Region,Fine,Sealed,Overcast,Give way,Urban
Non-Injury Crash,2018,Manawatū-Whanganui Region,Light rain,Sealed,Overcast,Give way,Urban
Minor Crash,2021,Gisborne Region,Fine,Sealed,Twilight,Nil,Urban
Minor Crash,2024,Auckland Region,Fine,Sealed,Overcast,Traffic Signals,Urban
Non-Injury Crash,2017,Manawatū-Whanganui Region,Light rain,Sealed,Overcast,Unknown,Urban
Non-Injury Crash,2019,Bay of Plenty Region,Fine,Sealed,Bright sun,Traffic Signals,Urban
Non-Injury Crash,2017,Auckland Region,Fine,Sealed,Bright sun,Unknown,Open
Minor Crash,2019,Auckland Region,Fine,Sealed,Bright sun,Give way,Open
Non-Injury Crash,2009,Otago Region,Fine,Sealed,Bright sun,Nil,Urban
Non-Injury Crash,2019,Auckland Region,Light rain,Sealed,Bright sun,Unknown,Urban
Non-Injury Crash,2007,Bay of Plenty Region,Fine,Sealed,Bright sun,Give way,Urban
Non-Injury Crash,2005,Northland Region,Fine,Sealed,Bright sun,Nil,Open
Non-Injury Crash,2022,Auckland Region,Heavy rain,Sealed,Dark,Give way,Urban
Minor Crash,2021,Southland Region,Light rain,Sealed,Twilight,Nil,Open
Minor Crash,2002,Wellington Region,Fine,Sealed,Dark,Nil,Open
Non-Injury Crash,2024,Auckland Region,Fine,Sealed,Overcast,Nil,Open
Non-Injury Crash,2009,Auckland Region,Fine,Sealed,Bright sun,Unknown,Open
Non-Injury Crash,2010,Wellington Region,Fine,Sealed,Bright sun,Give way,Open
Non-Injury Crash,2004,Taranaki Region,Fine,Sealed,Dark,Give way,Urban
Minor Crash,2017,Tasman Region,Fine,Sealed,Bright sun,Give way,Open
Non-Injury Crash,2006,Auckland Region,Fine,Sealed,Dark,Nil,Open
Non-Injury Crash,2012,Hawke's Bay Region,Fine,Sealed,Bright sun,Nil,Urban
Non-Injury Crash,2021,Auckland Region,Null,Sealed,Unknown,Nil,Urban
Serious Crash,2024,Otago Region,Mist or Fog,Sealed,Overcast,Nil,Open
Non-Injury Crash,2007,Canterbury Region,Fine,Sealed,Bright sun,Give way,Urban
Non-Injury Crash,2016,Canterbury Region,Fine,Sealed,Dark,Nil,Urban
Minor Crash,2024,Waikato Region,Fine,Sealed,Overcast,Give way,Urban
Non-Injury Crash,2015,Canterbury Region,Fine,Sealed,Bright sun,Give way,Open
Non-Injury Crash,2023,Wellington Region,Fine,Sealed,Bright sun,Give way,Urban
Non-Injury Crash,2022,Wellington Region,Fine,Sealed,Overcast,Stop,Urban
Non-Injury Crash,2000,Waikato Region,Fine,Sealed,Dark,Give way,Urban
Non-Injury Crash,2024,Canterbury Region,Fine,Sealed,Dark,Traffic Signals,Urban
Non-Injury Crash,2023,Manawatū-Whanganui Region,Fine,Sealed,Overcast,Nil,Urban
Non-Injury Crash,2016,Auckland Region,Fine,Sealed,Dark,Unknown,Urban
Non-Injury Crash,2018,Auckland Region,Fine,Sealed,Bright sun,Unknown,Urban
Non-Injury Crash,2000,Manawatū-Whanganui Region,Fine,Sealed,Twilight,Give way,Urban
Non-Injury Crash,2009,Auckland Region,Fine,Sealed,Overcast,Nil,Urban
Non-Injury Crash,2015,Auckland Region,Fine,Sealed,Bright sun,Unknown,Urban
Non-Injury Crash,2021,Taranaki Region,Fine,Sealed,Dark,Give way,Urban
Non-Injury Crash,2020,Waikato Region,Null,Sealed,Unknown,Nil,Urban
Serious Crash,2010,Auckland Region,Light rain,Sealed,Dark,Nil,Urban
Non-Injury Crash,2002,Auckland Region,Heavy rain,Sealed,Dark,Nil,Urban
Minor Crash,2013,Southland Region,Fine,Sealed,Overcast,Give way,Urban
Non-Injury Crash,2005,Canterbury Region,Fine,Sealed,Dark,Nil,Urban
Non-Injury Crash,2001,Nelson Region,Fine,Sealed,Dark,Nil,Urban
Non-Injury Crash,2016,Auckland Region,Fine,Sealed,Overcast,Traffic Signals,Urban
Non-Injury Crash,2015,Auckland Region,Fine,Sealed,Bright sun,Traffic Signals,Urban
Non-Injury Crash,2001,Canterbury Region,Fine,Sealed,Bright sun,Traffic Signals,Urban
Non-Injury Crash,2013,Auckland Region,Fine,Sealed,Bright sun,Nil,Open
Minor Crash,2006,Southland Region,Fine,Sealed,Dark,Nil,Urban
Non-Injury Crash,2024,Otago Region,Fine,Sealed,Bright sun,Nil,Urban
Non-Injury Crash,2011,Auckland Region,Fine,Sealed,Dark,Traffic Signals,Urban
Minor Crash,2009,Wellington Region,Fine,Sealed,Dark,Give way,Urban
Minor Crash,2016,Auckland Region,Null,Sealed,Overcast,Give way,Open
Minor Crash,2022,Manawatū-Whanganui Region,Fine,Sealed,Twilight,Give way,Urban
Minor Crash,2000,Auckland Region,Fine,Sealed,Bright sun,Nil,Urban
Minor Crash,2004,Nelson Region,Fine,Sealed,Bright sun,Nil,Open
Non-Injury Crash,2012,Auckland Region,Fine,Sealed,Overcast,Nil,Urban
Non-Injury Crash,2005,Auckland Region,Fine,Sealed,Bright sun,Nil,Urban
Non-Injury Crash,2024,Auckland Region,Light rain,Sealed,Overcast,Nil,Open
Minor Crash,2020,Auckland Region,Fine,Sealed,Bright sun,Nil,Urban
Non-Injury Crash,2007,Canterbury Region,Fine,Sealed,Bright sun,Traffic Signals,Urban
Minor Crash,2007,Otago Region,Fine,Sealed,Dark,Unknown,Urban
Non-Injury Crash,2019,Auckland Region,Fine,Sealed,Bright sun,Nil,Urban
Fatal Crash,2013,Waikato Region,Fine,Sealed,Bright sun,Unknown,Open
Non-Injury Crash,2008,Canterbury Region,Fine,Sealed,Dark,Nil,Urban
Minor Crash,2011,Hawke's Bay Region,Fine,Sealed,Bright sun,Give way,Urban
Non-Injury Crash,2019,Otago Region,Fine,Sealed,Bright sun,Unknown,Open
Non-Injury Crash,2011,Northland Region,Light rain,Sealed,Overcast,Give way,Urban
Minor Crash,2021,Gisborne Region,Fine,Sealed,Bright sun,Nil,Open
Non-Injury Crash,2001,Northland Region,Heavy rain,Sealed,Dark,Nil,Open
Non-Injury Crash,2013,Otago Region,Light rain,Sealed,Overcast,Traffic Signals,Urban
Minor Crash,2007,Wellington Region,Light rain,Sealed,Overcast,Nil,Urban
Minor Crash,2015,Waikato Region,Fine,Sealed,Bright sun,Unknown,Open
Non-Injury Crash,2022,Waikato Region,Light rain,Sealed,Overcast,Nil,Urban
Non-Injury Crash,2018,Auckland Region,Fine,Sealed,Dark,Unknown,Open
Serious Crash,2022,Marlborough Region,Fine,Sealed,Bright sun,Nil,Open
Non-Injury Crash,2011,Marlborough Region,Fine,Sealed,Bright sun,Nil,Open
Non-Injury Crash,2007,Wellington Region,Light rain,Sealed,Overcast,Give way,Urban
Non-Injury Crash,2014,Taranaki Region,Heavy rain,Sealed,Overcast,Nil,Urban
Non-Injury Crash,2006,Auckland Region,Fine,Sealed,Bright sun,Unknown,Urban
Non-Injury Crash,2024,Auckland Region,Fine,Sealed,Dark,Nil,Urban
Non-Injury Crash,2019,Otago Region,Fine,Sealed,Overcast,Nil,Urban
Non-Injury Crash,2000,Canterbury Region,Mist or Fog,Sealed,Dark,Give way,Open
Minor Crash,2018,Auckland Region,Fine,Sealed,Dark,Unknown,Urban
Non-Injury Crash,2003,Tasman Region,Fine,Sealed,Bright sun,Give way,Open
Non-Injury Crash,2004,Canterbury Region,Fine,Sealed,Bright sun,Traffic Signals,Urban
Non-Injury Crash,2006,Hawke's Bay Region,Fine,Sealed,Overcast,Nil,Urban
Non-Injury Crash,2007,Hawke's Bay Region,Fine,Sealed,Dark,Traffic Signals,Urban
Serious Crash,2018,Otago Region,Fine,Sealed,Dark,Unknown,Open
Non-Injury Crash,2025,Southland Region,Light rain,Sealed,Overcast,Give way,Urban
Non-Injury Crash,2007,Waikato Region,Fine,Sealed,Dark,Give way,Urban
Non-Injury Crash,2006,Manawatū-Whanganui Region,Null,Sealed,Bright sun,Give way,Urban
Non-Injury Crash,2020,Hawke's Bay Region,Fine,Sealed,Bright sun,Nil,Open
Non-Injury Crash,2021,Waikato Region,Fine,Sealed,Overcast,Give way,Urban
Minor Crash,2023,Waikato Region,Fine,Sealed,Dark,Nil,Open
Minor Crash,2016,Otago Region,Light rain,Sealed,Dark,Unknown,Urban
Non-Injury Crash,2009,Waikato Region,Fine,Sealed,Dark,Give way,Open
Non-Injury Crash,2015,Canterbury Region,Fine,Sealed,Bright sun,Unknown,Open
Non-Injury Crash,2011,Auckland Region,Light rain,Sealed,Overcast,Give way,Urban
Non-Injury Crash,2020,Canterbury Region,Fine,Sealed,Bright sun,Stop,Urban
Non-Injury Crash,2023,Auckland Region,Light rain,Sealed,Overcast,Give way,Urban
Non-Injury Crash,2001,Auckland Region,Light rain,Sealed,Dark,Nil,Urban
Non-Injury Crash,2014,Waikato Region,Fine,Sealed,Overcast,Stop,Open
Non-Injury Crash,2002,Auckland Region,Fine,Sealed,Overcast,Stop,Urban
Non-Injury Crash,2007,Auckland Region,Light rain,Sealed,Overcast,Nil,Urban
Minor Crash,2006,Hawke's Bay Region,Fine,Sealed,Dark,Nil,Open
Non-Injury Crash,2017,Hawke's Bay Region,Light rain,Sealed,Overcast,Give way,Urban
Non-Injury Crash,2009,Auckland Region,Fine,Sealed,Overcast,Traffic Signals,Urban
Non-Injury Crash,2008,Waikato Region,Fine,Sealed,Bright sun,Give way,Urban
Non-Injury Crash,2024,Auckland Region,Fine,Sealed,Overcast,Nil,Urban
Non-Injury Crash,2025,Bay of Plenty Region,Null,Null,Unknown,Traffic Signals,Urban
Non-Injury Crash,2021,Auckland Region,Mist or Fog,Sealed,Dark,Nil,Open
Non-Injury Crash,2018,Southland Region,Fine,Sealed,Twilight,Unknown,Open
Non-Injury Crash,2003,Bay of Plenty Region,Fine,Sealed,Dark,Give way,Urban
Non-Injury Crash,2015,Taranaki Region,Fine,Sealed,Bright sun,Nil,Urban
Non-Injury Crash,2021,Auckland Region,Fine,Sealed,Overcast,Traffic Signals,Urban
Non-Injury Crash,2019,Waikato Region,Null,Sealed,Unknown,Give way,Urban
Non-Injury Crash,2022,Auckland Region,Fine,Sealed,Bright sun,Unknown,Open
Non-Injury Crash,2017,Auckland Region,Fine,Sealed,Twilight,Nil,Urban
Non-Injury Crash,2014,Waikato Region,Fine,Sealed,Overcast,Nil,Open
Non-Injury Crash,2013,Auckland Region,Light rain,Sealed,Dark,Nil,Open
Non-Injury Crash,2021,Wellington Region,Null,Sealed,Unknown,Nil,Urban
Non-Injury Crash,2020,Manawatū-Whanganui Region,Fine,Sealed,Dark,Nil,Open
Minor Crash,2017,Waikato Region,Fine,Sealed,Dark,Unknown,Urban
Non-Injury Crash,2019,Auckland Region,Light rain,Sealed,Overcast,Unknown,Open
Minor Crash,2010,Canterbury Region,Fine,Sealed,Bright sun,Traffic Signals,Urban
Minor Crash,2011,Bay of Plenty Region,Light rain,Sealed,Overcast,Unknown,Urban
Minor Crash,2021,Canterbury Region,Fine,Sealed,Bright sun,Traffic Signals,Urban
Non-Injury Crash,2003,Hawke's Bay Region,Light rain,Sealed,Dark,Nil,Urban
Minor Crash,2004,Otago Region,Fine,Sealed,Overcast,Traffic Signals,Urban
Non-Injury Crash,2019,Auckland Region,Fine,Sealed,Bright sun,Unknown,Open
Non-Injury Crash,2025,Auckland Region,Fine,Sealed,Bright sun,Nil,Open
Minor Crash,2020,Waikato Region,Light rain,Sealed,Overcast,Give way,Urban
Non-Injury Crash,2020,Canterbury Region,Null,Sealed,Unknown,Traffic Signals,Urban
Non-Injury Crash,2017,Auckland Region,Fine,Sealed,Overcast,Nil,Urban
Non-Injury Crash,2008,Otago Region,Fine,Sealed,Bright sun,Stop,Urban
Non-Injury Crash,2022,Auckland Region,Fine,Sealed,Bright sun,Traffic Signals,Urban
Non-Injury Crash,2003,Waikato Region,Light rain,Sealed,Overcast,Nil,Open
Non-Injury Crash,2016,Taranaki Region,Heavy rain,Sealed,Dark,Unknown,Open
Non-Injury Crash,2004,Auckland Region,Fine,Sealed,Bright sun,Nil,Open
Non-Injury Crash,2017,Taranaki Region,Fine,Sealed,Overcast,Stop,Urban
Non-Injury Crash,2014,Waikato Region,Fine,Sealed,Dark,Give way,Urban
Non-Injury Crash,2007,Auckland Region,Fine,Sealed,Bright sun,Nil,Urban
Non-Injury Crash,2025,Hawke's Bay Region,Light rain,Sealed,Overcast,Nil,Open
Non-Injury Crash,2017,Bay of Plenty Region,Fine,Sealed,Bright sun,Unknown,Urban
Non-Injury Crash,2008,Otago Region,Fine,Unsealed,Twilight,Nil,Urban
Non-Injury Crash,2018,Bay of Plenty Region,Fine,Sealed,Overcast,Give way,Urban
Non-Injury Crash,2018,Canterbury Region,Light rain,Sealed,Overcast,Unknown,Urban
Non-Injury Crash,2010,Manawatū-Whanganui Region,Fine,Sealed,Dark,Nil,Urban
Non-Injury Crash,2015,Otago Region,Fine,Sealed,Dark,Unknown,Urban
Non-Injury Crash,2003,Tasman Region,Fine,Sealed,Bright sun,Stop,Urban
Non-Injury Crash,2000,Auckland Region,Heavy rain,Sealed,Overcast,Nil,Urban
Non-Injury Crash,2021,Canterbury Region,Fine,Sealed,Dark,Nil,Open
Non-Injury Crash,2023,Waikato Region,Fine,Sealed,Dark,Nil,Open
Serious Crash,2017,Waikato Region,Light rain,Sealed,Dark,Nil,Urban
Non-Injury Crash,2011,Bay of Plenty Region,Fine,Sealed,Bright sun,Unknown,Urban
Non-Injury Crash,2001,Waikato Region,Fine,Sealed,Twilight,Nil,Urban
Non-Injury Crash,2017,Otago Region,Fine,Sealed,Dark,Unknown,Urban
Minor Crash,2007,Hawke's Bay Region,Fine,Sealed,Bright sun,Nil,Open
Non-Injury Crash,2006,Canterbury Region,Fine,Sealed,Overcast,Unknown,Urban
Minor Crash,2000,Wellington Region,Fine,Sealed,Bright sun,Traffic Signals,Urban
Minor Crash,2022,Hawke's Bay Region,Fine,Sealed,Overcast,Nil,Urban
Non-Injury Crash,2016,Auckland Region,Fine,Sealed,Bright sun,Give way,Urban
Non-Injury Crash,2024,Wellington Region,Fine,Sealed,Bright sun,Give way,Urban
Non-Injury Crash,2008,Southland Region,Fine,Unsealed,Bright sun,Unknown,Urban
Non-Injury Crash,2002,Auckland Region,Heavy rain,Sealed,Overcast,Traffic Signals,Urban
Non-Injury Crash,2011,Auckland Region,Light rain,Sealed,Overcast,Nil,Urban
Non-Injury Crash,2007,Auckland Region,Light rain,Sealed,Dark,Stop,Urban
Minor Crash,2014,Auckland Region,Fine,Sealed,Bright sun,Traffic Signals,Urban
Serious Crash,2023,Auckland Region,Light rain,Sealed,Dark,Traffic Signals,Urban
Non-Injury Crash,2001,Auckland Region,Fine,Sealed,Dark,Nil,Urban
Non-Injury Crash,2019,Wellington Region,Fine,Sealed,Overcast,Nil,Urban
Serious Crash,2022,Taranaki Region,Fine,Sealed,Bright sun,Give way,Urban
Non-Injury Crash,2001,Waikato Region,Fine,Sealed,Bright sun,Nil,Open
Non-Injury Crash,2000,Auckland Region,Light rain,Sealed,Bright sun,Nil,Urban
Non-Injury Crash,2024,Waikato Region,Fine,Sealed,Bright sun,Nil,Urban
Non-Injury Crash,2004,Auckland Region,Fine,Sealed,Overcast,Nil,Urban
Non-Injury Crash,2006,Waikato Region,Heavy rain,Sealed,Twilight,Unknown,Open
Non-Injury Crash,2004,Wellington Region,Fine,Sealed,Bright sun,Nil,Urban
Non-Injury Crash,2000,Bay of Plenty Region,Light rain,Sealed,Overcast,Nil,Urban
Non-Injury Crash,2006,Wellington Region,Fine,Sealed,Bright sun,Give way,Urban
Non-Injury Crash,2012,Nelson Region,Light rain,Sealed,Overcast,Nil,Urban
Non-Injury Crash,2014,Bay of Plenty Region,Fine,Sealed,Bright sun,Nil,Urban
Non-Injury Crash,2020,Auckland Region,Fine,Sealed,Dark,Nil,Urban
Minor Crash,2012,Taranaki Region,Light rain,Sealed,Dark,Nil,Open
Minor Crash,2011,Bay of Plenty Region,Light rain,Sealed,Dark,Unknown,Urban
Non-Injury Crash,2018,Hawke's Bay Region,Light rain,Sealed,Overcast,Give way,Urban
Serious Crash,2001,Waikato Region,Light rain,Sealed,Overcast,Unknown,Urban
Non-Injury Crash,2009,Auckland Region,Fine,Sealed,Dark,Give way,Urban
Non-Injury Crash,2004,Manawatū-Whanganui Region,Fine,Sealed,Overcast,Nil,Open
Non-Injury Crash,2025,Auckland Region,Fine,Sealed,Dark,Nil,Open
Non-Injury Crash,2014,Auckland Region,Fine,Sealed,Bright sun,Give way,Urban
Non-Injury Crash,2022,Manawatū-Whanganui Region,Fine,Sealed,Bright sun,Unknown,Open
Non-Injury Crash,2009,Canterbury Region,Fine,Sealed,Dark,Unknown,Urban
Non-Injury Crash,2004,Wellington Region,Heavy rain,Sealed,Dark,Nil,Open
Non-Injury Crash,2016,Canterbury Region,Fine,Sealed,Dark,Nil,Urban
Non-Injury Crash,2005,Auckland Region,Fine,Sealed,Bright sun,Traffic Signals,Urban
Non-Injury Crash,2003,Manawatū-Whanganui Region,Fine,Sealed,Overcast,Nil,Open
Non-Injury Crash,2018,Auckland Region,Fine,Sealed,Bright sun,Unknown,Open
Non-Injury Crash,2009,Canterbury Region,Fine,Sealed,Overcast,Unknown,Urban
Non-Injury Crash,2005,Auckland Region,Fine,Sealed,Dark,Give way,Urban
Non-Injury Crash,2003,Wellington Region,Fine,Unsealed,Bright sun,Nil,Open
Non-Injury Crash,2007,Wellington Region,Fine,Sealed,Dark,Nil,Urban
Non-Injury Crash,2007,Waikato Region,Fine,Sealed,Bright sun,Nil,Open
Non-Injury Crash,2002,Wellington Region,Fine,Sealed,Bright sun,Nil,Urban
Non-Injury Crash,2006,Wellington Region,Fine,Sealed,Overcast,Nil,Urban
Non-Injury Crash,2021,Bay of Plenty Region,Fine,Sealed,Twilight,Nil,Open
Non-Injury Crash,2020,Canterbury Region,Heavy rain,Sealed,Overcast,Give way,Urban
Non-Injury Crash,2006,Manawatū-Whanganui Region,Heavy rain,Sealed,Dark,Nil,Open
Non-Injury Crash,2006,Auckland Region,Light rain,Sealed,Bright sun,Nil,Urban
Non-Injury Crash,2006,Hawke's Bay Region,Fine,Sealed,Overcast,Nil,Urban
Minor Crash,2025,Wellington Region,Fine,Sealed,Bright sun,Nil,Urban
Non-Injury Crash,2003,Canterbury Region,Heavy rain,Sealed,Overcast,Nil,Open
Non-Injury Crash,2014,Auckland Region,Fine,Sealed,Bright sun,Nil,Open
Non-Injury Crash,2009,Hawke's Bay Region,Fine,Sealed,Bright sun,Nil,Urban
Non-Injury Crash,2005,Auckland Region,Fine,Sealed,Overcast,Traffic Signals,Urban
Minor Crash,2017,Canterbury Region,Fine,Sealed,Twilight,Give way,Urban
Minor Crash,2003,Canterbury Region,Fine,Sealed,Dark,Unknown,Open
Non-Injury Crash,2017,Bay of Plenty Region,Fine,Sealed,Overcast,Unknown,Urban
Minor Crash,2017,Auckland Region,Fine,Sealed,Dark,Give way,Urban
Non-Injury Crash,2008,Wellington Region,Heavy rain,Sealed,Dark,Give way,Urban
Non-Injury Crash,2009,Auckland Region,Fine,Sealed,Dark,Nil,Open
Non-Injury Crash,2016,Auckland Region,Fine,Sealed,Overcast,Traffic Signals,Urban
Serious Crash,2023,Wellington Region,Fine,Sealed,Bright sun,Nil,Urban
Minor Crash,2019,Auckland Region,Fine,Sealed,Bright sun,Traffic Signals,Urban
Fatal Crash,2011,Auckland Region,Fine,Sealed,Dark,Nil,Open
Non-Injury Crash,2018,Auckland Region,Fine,Sealed,Bright sun,Stop,Urban
Non-Injury Crash,2021,Auckland Region,Fine,Sealed,Overcast,Nil,Urban
Non-Injury Crash,2010,Hawke's Bay Region,Fine,Sealed,Dark,Nil,Open
Minor Crash,2022,Waikato Region,Heavy rain,Sealed,Dark,Nil,Open
Minor Crash,2019,Gisborne Region,Fine,Sealed,Overcast,Unknown,Urban
Non-Injury Crash,2022,Auckland Region,Fine,Sealed,Dark,Nil,Urban
Minor Crash,2012,Waikato Region,Fine,Sealed,Bright sun,Unknown,Open
Non-Injury Crash,2008,Manawatū-Whanganui Region,Fine,Sealed,Bright sun,Nil,Open
Non-Injury Crash,2001,Waikato Region,Fine,Sealed,Bright sun,Nil,Urban
Non-Injury Crash,2009,Canterbury Region,Fine,Sealed,Dark,Traffic Signals,Urban
Non-Injury Crash,2018,Waikato Region,Fine,Sealed,Bright sun,Unknown,Urban
Non-Injury Crash,2010,Hawke's Bay Region,Fine,Sealed,Overcast,Nil,Open
Non-Injury Crash,2024,Auckland Region,Fine,Unsealed,Dark,Nil,Urban
Non-Injury Crash,2021,Waikato Region,Fine,Sealed,Dark,Nil,Open
Minor Crash,2020,Auckland Region,Fine,Sealed,Dark,Nil,Urban
Non-Injury Crash,2005,Hawke's Bay Region,Fine,Sealed,Bright sun,Nil,Urban
Non-Injury Crash,2005,Bay of Plenty Region,Light rain,Sealed,Dark,Unknown,Urban
Serious Crash,2006,Bay of Plenty Region,Fine,Sealed,Dark,Unknown,Urban
Non-Injury Crash,2000,Waikato Region,Light rain,Sealed,Dark,Nil,Open
Non-Injury Crash,2002,West Coast Region,Fine,Sealed,Bright sun,Give way,Urban
Non-Injury Crash,2011,Auckland Region,Fine,Sealed,Bright sun,Traffic Signals,Urban
Non-Injury Crash,2025,Auckland Region,Light rain,Sealed,Overcast,Stop,Urban
Non-Injury Crash,2022,Waikato Region,Fine,Sealed,Twilight,Nil,Urban
Non-Injury Crash,2002,Southland Region,Fine,Sealed,Bright sun,Unknown,Open
